archive_path,file_name,internal_family,grouped_family,style,full_name,postscript_name,license_status,license_name_or_basis,evidence,source_or_local_file,commercial_use_recommendation,notes,embedded_license_desc,embedded_license_url,embedded_copyright
dream_orphans/Dream Orphans Bd It.otf,Dream Orphans Bd It.otf,Dream Orphans,Dream Orphans,Bold Italic,DreamOrphans-BoldItalic,DreamOrphans-BoldItalic,Commercial-free use,Creative Commons Zero (CC0),bundled local license file,local License.txt / license.txt,OK for commercial use,Public-domain-style CC0 dedication in bundled license.,,https://creativecommons.org/publicdomain/zero/1.0/,Released in 2022 under CC0 license. No rights reserved.
dream_orphans/Dream Orphans Bd.otf,Dream Orphans Bd.otf,Dream Orphans,Dream Orphans,Bold,DreamOrphans-Bold,DreamOrphans-Bold,Commercial-free use,Creative Commons Zero (CC0),bundled local license file,local License.txt / license.txt,OK for commercial use,Public-domain-style CC0 dedication in bundled license.,,https://creativecommons.org/publicdomain/zero/1.0/,Released in 2022 under CC0 license. No rights reserved.
dream_orphans/Dream Orphans It.otf,Dream Orphans It.otf,Dream Orphans,Dream Orphans,Italic,DreamOrphans-Italic,DreamOrphans-Italic,Commercial-free use,Creative Commons Zero (CC0),bundled local license file,local License.txt / license.txt,OK for commercial use,Public-domain-style CC0 dedication in bundled license.,,https://creativecommons.org/publicdomain/zero/1.0/,Released in 2022 under CC0 license. No rights reserved.
dream_orphans/Dream Orphans.otf,Dream Orphans.otf,Dream Orphans,Dream Orphans,Regular,DreamOrphans-Regular,DreamOrphans-Regular,Commercial-free use,Creative Commons Zero (CC0),bundled local license file,local License.txt / license.txt,OK for commercial use,Public-domain-style CC0 dedication in bundled license.,,https://creativecommons.org/publicdomain/zero/1.0/,Released in 2022 under CC0 license. No rights reserved.
kongtext.ttf,kongtext.ttf,Kongtext,Kongtext,Regular,Kongtext Regular,KongtextRegular,Commercial-free use,Custom freeware / 1001Fonts free for commercial use,1001Fonts / Fonts4Free / source mirrors,https://www.1001fonts.com/kongtext-font.html; https://www.1001fonts.com/lunchtime-doubly-so-font.html; https://www.1001fonts.com/manaspace-font.html; https://www.1001fonts.com/yoster-island-font.html; https://www.1001fonts.com/pc-senior-font.html,OK for commercial use,Commonly listed as personal + commercial free; preserve original license/readme where available.,,,TrueType conversion © 2003 codeman38.
lunchds.ttf,lunchds.ttf,Lunchtime Doubly So,Lunchtime Doubly So,Regular,Lunchtime Doubly So Regular,LunchtimeDoublySoReg,Commercial-free use,Custom freeware / 1001Fonts free for commercial use,1001Fonts / Fonts4Free / source mirrors,https://www.1001fonts.com/kongtext-font.html; https://www.1001fonts.com/lunchtime-doubly-so-font.html; https://www.1001fonts.com/manaspace-font.html; https://www.1001fonts.com/yoster-island-font.html; https://www.1001fonts.com/pc-senior-font.html,OK for commercial use,Commonly listed as personal + commercial free; preserve original license/readme where available.,,,truetype conversion © 2001 codeman38
luxo/Luxo.ttf,Luxo.ttf,Luxo,Luxo,Regular,Luxo,Luxo,Commercial-free use,Freeware; free for personal or commercial use,bundled readme,local luxo/readme.txt,OK for commercial use,Redistribution allowed; font may not be sold.,,,© 1998 utopiafonts. dale_thorpe@bssc.edu.au
manaspc.ttf,manaspc.ttf,Manaspace,Manaspace,Regular,Manaspace Regular,ManaspaceReg,Commercial-free use,Custom freeware / 1001Fonts free for commercial use,1001Fonts / Fonts4Free / source mirrors,https://www.1001fonts.com/kongtext-font.html; https://www.1001fonts.com/lunchtime-doubly-so-font.html; https://www.1001fonts.com/manaspace-font.html; https://www.1001fonts.com/yoster-island-font.html; https://www.1001fonts.com/pc-senior-font.html,OK for commercial use,Commonly listed as personal + commercial free; preserve original license/readme where available.,,,font conversion © 2001 codeman38
miltonburlesque/MiltonBurlesqueNF.otf,MiltonBurlesqueNF.otf,Milton Burlesque NF,Milton Burlesque NF,Regular,MiltonBurlesqueNF,MiltonBurlesqueNF,Commercial-free use,1001Fonts Free For Commercial Use License (FFC),bundled 1001Fonts EULA / readme,local 1001fonts-*-eula.txt,OK for commercial use,Allows personal and commercial use; do not sell/publish the font files as a standalone font product.,"By using or installing this font data, you (or you on behalf of your employer) agree to be bound by the terms of this Agreement. This Agreement constitutes the complete agreement between you and Nick's Fonts.

YOU MAY:

-Send a copy of any Nick's Fonts font data along with your documents to a commercial printer or other service bureau to enable the editing or printing of your document.

-Use this font data to embed fonts within PostScript files or PDF files for distribution, viewing, and imaging to third parties.

-Use this font for personal projects or for projects for which you are paid including, but not limited to, artwork, logotypes, personalized apparel, word art and web graphics.

YOU MAY NOT:

-Modify, adapt, translate, reverse engineer, decompile, disassemble or create derivative works based on the Nick's Fonts font data without Nick's Fonts's prior written consent.

-Sell this font data AS FONT DATA to a third party under any circumstances including, but not limited to, rubber-stamp alphabets, die-cut alphabets, rub-on alphabets, or digitized fonts for embroidery.
 
NICK'S FONTS SHALL NOT BE LIABLE FOR ANY DIRECT, INDIRECT, CONSEQUENTIAL OR INCIDENTAL DAMAGES ARISING OUT OF THE USE OF OR INABILITY TO USE THE NICK'S FONTS FONT DATA.",,"Copyright (c) 2000, 2001, 2006 Nick Curtis. All Rights Reserved. Distributed under the 1001Fonts Free For Commercial Use License (FFC) http://www.1001fonts.com/licenses/ffc.html - PayPal donations in any amount may be made at nicksfonts.com."
miltonburlesque/MiltonBurlesqueNF.ttf,MiltonBurlesqueNF.ttf,Milton Burlesque NF,Milton Burlesque NF,Regular,MiltonBurlesqueNF,MiltonBurlesqueNF,Commercial-free use,1001Fonts Free For Commercial Use License (FFC),bundled 1001Fonts EULA / readme,local 1001fonts-*-eula.txt,OK for commercial use,Allows personal and commercial use; do not sell/publish the font files as a standalone font product.,"By using or installing this font data, you (or you on behalf of your employer) agree to be bound by the terms of this Agreement. This Agreement constitutes the complete agreement between you and Nick's Fonts.

YOU MAY:

-Send a copy of any Nick's Fonts font data along with your documents to a commercial printer or other service bureau to enable the editing or printing of your document.

-Use this font data to embed fonts within PostScript files or PDF files for distribution, viewing, and imaging to third parties.

-Use this font for personal projects or for projects for which you are paid including, but not limited to, artwork, logotypes, personalized apparel, word art and web graphics.

YOU MAY NOT:

-Modify, adapt, translate, reverse engineer, decompile, disassemble or create derivative works based on the Nick's Fonts font data without Nick's Fonts's prior written consent.

-Sell this font data AS FONT DATA to a third party under any circumstances including, but not limited to, rubber-stamp alphabets, die-cut alphabets, rub-on alphabets, or digitized fonts for embroidery.
 
NICK'S FONTS SHALL NOT BE LIABLE FOR ANY DIRECT, INDIRECT, CONSEQUENTIAL OR INCIDENTAL DAMAGES ARISING OUT OF THE USE OF OR INABILITY TO USE THE NICK'S FONTS FONT DATA.",,"Copyright (c) 2000, 2001, 2006 Nick Curtis. All Rights Reserved. Distributed under the 1001Fonts Free For Commercial Use License (FFC) http://www.1001fonts.com/licenses/ffc.html - PayPal donations in any amount may be made at nicksfonts.com."
monkey-fingers/MonkeyFingersNF.otf,MonkeyFingersNF.otf,Monkey Fingers NF,Monkey Fingers NF,Regular,MonkeyFingersNF,MonkeyFingersNF,Commercial-free use,1001Fonts Free For Commercial Use License (FFC),bundled 1001Fonts EULA / readme,local 1001fonts-*-eula.txt,OK for commercial use,Allows personal and commercial use; do not sell/publish the font files as a standalone font product.,"By using or installing this font data, you (or you on behalf of your employer) agree to be bound by the terms of this Agreement. This Agreement constitutes the complete agreement between you and Nick's Fonts.

YOU MAY:

-Send a copy of any Nick's Fonts font data along with your documents to a commercial printer or other service bureau to enable the editing or printing of your document.

-Use this font data to embed fonts within PostScript files or PDF files for distribution, viewing, and imaging to third parties.

-Use this font for personal projects or for projects for which you are paid including, but not limited to, artwork, logotypes, personalized apparel, word art and web graphics.

YOU MAY NOT:

-Modify, adapt, translate, reverse engineer, decompile, disassemble or create derivative works based on the Nick's Fonts font data without Nick's Fonts's prior written consent.

-Sell this font data AS FONT DATA to a third party under any circumstances including, but not limited to, rubber-stamp alphabets, die-cut alphabets, rub-on alphabets, or digitized fonts for embroidery.
 
NICK'S FONTS SHALL NOT BE LIABLE FOR ANY DIRECT, INDIRECT, CONSEQUENTIAL OR INCIDENTAL DAMAGES ARISING OUT OF THE USE OF OR INABILITY TO USE THE NICK'S FONTS FONT DATA.",,"Copyright (c) 1999, 2001, 2006 Nick Curtis. All Rights Reserved. Distributed under the 1001Fonts Free For Commercial Use License (FFC) http://www.1001fonts.com/licenses/ffc.html - PayPal donations in any amount may be made at nicksfonts.com."
monkey-fingers/MonkeyFingersNF.ttf,MonkeyFingersNF.ttf,Monkey Fingers NF,Monkey Fingers NF,Regular,MonkeyFingersNF,MonkeyFingersNF,Commercial-free use,1001Fonts Free For Commercial Use License (FFC),bundled 1001Fonts EULA / readme,local 1001fonts-*-eula.txt,OK for commercial use,Allows personal and commercial use; do not sell/publish the font files as a standalone font product.,"By using or installing this font data, you (or you on behalf of your employer) agree to be bound by the terms of this Agreement. This Agreement constitutes the complete agreement between you and Nick's Fonts.

YOU MAY:

-Send a copy of any Nick's Fonts font data along with your documents to a commercial printer or other service bureau to enable the editing or printing of your document.

-Use this font data to embed fonts within PostScript files or PDF files for distribution, viewing, and imaging to third parties.

-Use this font for personal projects or for projects for which you are paid including, but not limited to, artwork, logotypes, personalized apparel, word art and web graphics.

YOU MAY NOT:

-Modify, adapt, translate, reverse engineer, decompile, disassemble or create derivative works based on the Nick's Fonts font data without Nick's Fonts's prior written consent.

-Sell this font data AS FONT DATA to a third party under any circumstances including, but not limited to, rubber-stamp alphabets, die-cut alphabets, rub-on alphabets, or digitized fonts for embroidery.
 
NICK'S FONTS SHALL NOT BE LIABLE FOR ANY DIRECT, INDIRECT, CONSEQUENTIAL OR INCIDENTAL DAMAGES ARISING OUT OF THE USE OF OR INABILITY TO USE THE NICK'S FONTS FONT DATA.",,"Copyright (c) 1999, 2001, 2006 Nick Curtis. All Rights Reserved. Distributed under the 1001Fonts Free For Commercial Use License (FFC) http://www.1001fonts.com/licenses/ffc.html - PayPal donations in any amount may be made at nicksfonts.com."
mordred/Mordred-Bold.ttf,Mordred-Bold.ttf,Mordred,Mordred,Bold,Mordred Bold,Mordred-Bold,Commercial-free use,1001Fonts Free For Commercial Use License (FFC),bundled 1001Fonts EULA / readme,local 1001fonts-*-eula.txt,OK for commercial use,Allows personal and commercial use; do not sell/publish the font files as a standalone font product.,,,"Copyright (c) Typographer Mediengestaltung, 2000. All rights reserved. Bold version made by D. Steffmann."
mordred/Mordred.ttf,Mordred.ttf,Mordred,Mordred,Regular,Mordred,Mordred,Commercial-free use,1001Fonts Free For Commercial Use License (FFC),bundled 1001Fonts EULA / readme,local 1001fonts-*-eula.txt,OK for commercial use,Allows personal and commercial use; do not sell/publish the font files as a standalone font product.,,,"Copyright (c) Typographer Mediengestaltung, 2000. All rights reserved. Designed by Paul Reid."
pcsenior.ttf,pcsenior.ttf,PC Senior,PC Senior,Regular,PC Senior Regular,PCSeniorReg,Commercial-free use,Custom freeware / 1001Fonts free for commercial use,1001Fonts / Fonts4Free / source mirrors,https://www.1001fonts.com/kongtext-font.html; https://www.1001fonts.com/lunchtime-doubly-so-font.html; https://www.1001fonts.com/manaspace-font.html; https://www.1001fonts.com/yoster-island-font.html; https://www.1001fonts.com/pc-senior-font.html,OK for commercial use,Commonly listed as personal + commercial free; preserve original license/readme where available.,,,TrueType conversion © 2001 codeman38.
raiderz/Raiderz/Raiderz.ttf,Raiderz.ttf,Raiderz,Raiderz,Regular,Raiderz,Raiderz,Commercial-free use,1001Fonts Free For Commercial Use License (FFC),bundled 1001Fonts EULA / readme,local 1001fonts-*-eula.txt,OK for commercial use,Allows personal and commercial use; do not sell/publish the font files as a standalone font product.,,,Typeface © <Chris Hansen>. 2005. All Rights Reserved
ricksamericannf/RicksAmericanNF.otf,RicksAmericanNF.otf,Ricks American NF,Ricks American NF,Regular,RicksAmericanNF,RicksAmericanNF,Commercial-free use,1001Fonts Free For Commercial Use License (FFC),bundled 1001Fonts EULA / readme,local 1001fonts-*-eula.txt,OK for commercial use,Allows personal and commercial use; do not sell/publish the font files as a standalone font product.,"By using or installing this font data, you (or you on behalf of your employer) agree to be bound by the terms of this Agreement. This Agreement constitutes the complete agreement between you and Nick's Fonts.

YOU MAY:

-Send a copy of any Nick's Fonts font data along with your documents to a commercial printer or other service bureau to enable the editing or printing of your document.

-Use this font data to embed fonts within PostScript files or PDF files for distribution, viewing, and imaging to third parties.

-Use this font for personal projects or for projects for which you are paid including, but not limited to, artwork, logotypes, personalized apparel, word art and web graphics.

YOU MAY NOT:

-Modify, adapt, translate, reverse engineer, decompile, disassemble or create derivative works based on the Nick's Fonts font data without Nick's Fonts's prior written consent.

-Sell this font data AS FONT DATA to a third party under any circumstances including, but not limited to, rubber-stamp alphabets, die-cut alphabets, rub-on alphabets, or digitized fonts for embroidery.
 
NICK'S FONTS SHALL NOT BE LIABLE FOR ANY DIRECT, INDIRECT, CONSEQUENTIAL OR INCIDENTAL DAMAGES ARISING OUT OF THE USE OF OR INABILITY TO USE THE NICK'S FONTS FONT DATA.",,"Copyright (c) 2002, 2006 Nick Curtis. All Rights Reserved. Distributed under the 1001Fonts Free For Commercial Use License (FFC) http://www.1001fonts.com/licenses/ffc.html - PayPal donations in any amount may be made at nicksfonts.com."
ricksamericannf/RicksAmericanNF.ttf,RicksAmericanNF.ttf,Ricks American NF,Ricks American NF,Regular,RicksAmericanNF,RicksAmericanNF,Commercial-free use,1001Fonts Free For Commercial Use License (FFC),bundled 1001Fonts EULA / readme,local 1001fonts-*-eula.txt,OK for commercial use,Allows personal and commercial use; do not sell/publish the font files as a standalone font product.,"By using or installing this font data, you (or you on behalf of your employer) agree to be bound by the terms of this Agreement. This Agreement constitutes the complete agreement between you and Nick's Fonts.

YOU MAY:

-Send a copy of any Nick's Fonts font data along with your documents to a commercial printer or other service bureau to enable the editing or printing of your document.

-Use this font data to embed fonts within PostScript files or PDF files for distribution, viewing, and imaging to third parties.

-Use this font for personal projects or for projects for which you are paid including, but not limited to, artwork, logotypes, personalized apparel, word art and web graphics.

YOU MAY NOT:

-Modify, adapt, translate, reverse engineer, decompile, disassemble or create derivative works based on the Nick's Fonts font data without Nick's Fonts's prior written consent.

-Sell this font data AS FONT DATA to a third party under any circumstances including, but not limited to, rubber-stamp alphabets, die-cut alphabets, rub-on alphabets, or digitized fonts for embroidery.
 
NICK'S FONTS SHALL NOT BE LIABLE FOR ANY DIRECT, INDIRECT, CONSEQUENTIAL OR INCIDENTAL DAMAGES ARISING OUT OF THE USE OF OR INABILITY TO USE THE NICK'S FONTS FONT DATA.",,"Copyright (c) 2002, 2006 Nick Curtis. All Rights Reserved. Distributed under the 1001Fonts Free For Commercial Use License (FFC) http://www.1001fonts.com/licenses/ffc.html - PayPal donations in any amount may be made at nicksfonts.com."
riffic/RifficFree-Bold.ttf,RifficFree-Bold.ttf,Riffic Free,Riffic Free,Bold,Riffic Free Bold,RifficFree-Bold,Commercial-free use,1001Fonts Free For Commercial Use License (FFC),bundled 1001Fonts EULA / readme,local 1001fonts-*-eula.txt,OK for commercial use,Allows personal and commercial use; do not sell/publish the font files as a standalone font product.,,,Copyright © 2016 by Inkyotter Design. All rights reserved.
special-elite/SpecialElite.ttf,SpecialElite.ttf,Special Elite,Special Elite,Regular,Special Elite,SpecialElite-Regular,Commercial-free use,Apache License 2.0,embedded metadata / bundled license / Google Fonts,local metadata; https://www.apache.org/licenses/LICENSE-2.0; https://fonts.google.com/faq,OK for commercial use,Archive metadata/license indicates Apache 2.0; newer Google Fonts copies of some families may now be OFL.,"Licensed under the Apache License, Version 2.0",http://www.apache.org/licenses/LICENSE-2.0,"Copyright (c) 2010 by Brian J. Bonislawsky DBA Astigmatic (AOETI). All rights reserved. Available under the Apache 2.0 licence.
http://www.apache.org/licenses/LICENSE-2.0.html"
terminal-grotesque.ttf,terminal-grotesque.ttf,Terminal Grotesque,Terminal Grotesque,Regular,Terminal Grotesque Regular,Terminal-Grotesque,Commercial-free use,SIL Open Font License 1.1,embedded metadata / bundled OFL / Google Fonts / 1001Fonts,local metadata or bundled OFL; https://openfontlicense.org/; https://fonts.google.com/faq,OK for commercial use,OFL permits commercial use and redistribution/bundling subject to OFL terms; do not sell the font by itself.,"Copyright (c) 2011, raphael (<URL|email>),
with Reserved Font Name Terminal Grotesque.

This Font Software is licensed under the SIL Open Font License, Version 1.1.
This license is copied below, and is also available with a FAQ at:
http://scripts.sil.org/OFL


-----------------------------------------------------------
SIL OPEN FONT LICENSE Version 1.1 - 26 February 2007
-----------------------------------------------------------

PREAMBLE
The goals of the Open Font License (OFL) are to stimulate worldwide
development of collaborative font projects, to support the font creation
efforts of academic and linguistic communities, and to provide a free and
open framework in which fonts may be shared and improved in partnership
with others.

The OFL allows the licensed fonts to be used, studied, modified and
redistributed freely as long as they are not sold by themselves. The
fonts, including any derivative works, can be bundled, embedded, 
redistributed and/or sold with any software provided that any reserved
names are not used by derivative works. The fonts and derivatives,
however, cannot be released under any other type of license. The
requirement for fonts to remain under this license does not apply
to any document created using the fonts or their derivatives.

DEFINITIONS
""Font Software"" refers to the set of files released by the Copyright
Holder(s) under this license and clearly marked as such. This may
include source files, build scripts and documentation.

""Reserved Font Name"" refers to any names specified as such after the
copyright statement(s).

""Original Version"" refers to the collection of Font Software components as
distributed by the Copyright Holder(s).

""Modified Version"" refers to any derivative made by adding to, deleting,
or substituting -- in part or in whole -- any of the components of the
Original Version, by changing formats or by porting the Font Software to a
new environment.

""Author"" refers to any designer, engineer, programmer, technical
writer or other person who contributed to the Font Software.

PERMISSION & CONDITIONS
Permission is hereby granted, free of charge, to any person obtaining
a copy of the Font Software, to use, study, copy, merge, embed, modify,
redistribute, and sell modified and unmodified copies of the Font
Software, subject to the following conditions:

1) Neither the Font Software nor any of its individual components,
in Original or Modified Versions, may be sold by itself.

2) Original or Modified Versions of the Font Software may be bundled,
redistributed and/or sold with any software, provided that each copy
contains the above copyright notice and this license. These can be
included either as stand-alone text files, human-readable headers or
in the appropriate machine-readable metadata fields within text or
binary files as long as those fields can be easily viewed by the user.

3) No Modified Version of the Font Software may use the Reserved Font
Name(s) unless explicit written permission is granted by the corresponding
Copyright Holder. This restriction only applies to the primary font name as
presented to the users.

4) The name(s) of the Copyright Holder(s) or the Author(s) of the Font
Software shall not be used to promote, endorse or advertise any
Modified Version, except to acknowledge the contribution(s) of the
Copyright Holder(s) and the Author(s) or with their explicit written
permission.

5) The Font Software, modified or unmodified, in part or in whole,
must be distributed entirely under this license, and must not be
distributed under any other license. The requirement for fonts to
remain under this license does not apply to any document created
using the Font Software.

TERMINATION
This license becomes null and void if any of the above conditions are
not met.

DISCLAIMER
THE FONT SOFTWARE IS PROVIDED ""AS IS"", WITHOUT WARRANTY OF ANY KIND,
EXPRESS OR IMPLIED, INCLUDING BUT NOT LIMITED TO ANY WARRANTIES OF
MERCHANTABILITY, FITNESS FOR A PARTICULAR PURPOSE AND NONINFRINGEMENT
OF COPYRIGHT, PATENT, TRADEMARK, OR OTHER RIGHT. IN NO EVENT SHALL THE
COPYRIGHT HOLDER BE LIABLE FOR ANY CLAIM, DAMAGES OR OTHER LIABILITY,
INCLUDING ANY GENERAL, SPECIAL, INDIRECT, INCIDENTAL, OR CONSEQUENTIAL
DAMAGES, WHETHER IN AN ACTION OF CONTRACT, TORT OR OTHERWISE, ARISING
FROM, OUT OF THE USE OR INABILITY TO USE THE FONT SOFTWARE OR FROM
OTHER DEALINGS IN THE FONT SOFTWARE.",http://scripts.sil.org/OFL,Copyright Rapha Bastide 2011
terminal-grotesque_open.otf,terminal-grotesque_open.otf,Terminal Grotesque Open,Terminal Grotesque Open,Open,Terminal Grotesque Open,TerminalGrotesque-Open,Commercial-free use,SIL Open Font License 1.1,embedded metadata / bundled OFL / Google Fonts / 1001Fonts,local metadata or bundled OFL; https://openfontlicense.org/; https://fonts.google.com/faq,OK for commercial use,OFL permits commercial use and redistribution/bundling subject to OFL terms; do not sell the font by itself.,"Copyright (c) 2011, raphael (<URL|email>),
with Reserved Font Name Terminal Grotesque.

This Font Software is licensed under the SIL Open Font License, Version 1.1.
This license is copied below, and is also available with a FAQ at:
http://scripts.sil.org/OFL


-----------------------------------------------------------
SIL OPEN FONT LICENSE Version 1.1 - 26 February 2007
-----------------------------------------------------------

PREAMBLE
The goals of the Open Font License (OFL) are to stimulate worldwide
development of collaborative font projects, to support the font creation
efforts of academic and linguistic communities, and to provide a free and
open framework in which fonts may be shared and improved in partnership
with others.

The OFL allows the licensed fonts to be used, studied, modified and
redistributed freely as long as they are not sold by themselves. The
fonts, including any derivative works, can be bundled, embedded, 
redistributed and/or sold with any software provided that any reserved
names are not used by derivative works. The fonts and derivatives,
however, cannot be released under any other type of license. The
requirement for fonts to remain under this license does not apply
to any document created using the fonts or their derivatives.

DEFINITIONS
""Font Software"" refers to the set of files released by the Copyright
Holder(s) under this license and clearly marked as such. This may
include source files, build scripts and documentation.

""Reserved Font Name"" refers to any names specified as such after the
copyright statement(s).

""Original Version"" refers to the collection of Font Software components as
distributed by the Copyright Holder(s).

""Modified Version"" refers to any derivative made by adding to, deleting,
or substituting -- in part or in whole -- any of the components of the
Original Version, by changing formats or by porting the Font Software to a
new environment.

""Author"" refers to any designer, engineer, programmer, technical
writer or other person who contributed to the Font Software.

PERMISSION & CONDITIONS
Permission is hereby granted, free of charge, to any person obtaining
a copy of the Font Software, to use, study, copy, merge, embed, modify,
redistribute, and sell modified and unmodified copies of the Font
Software, subject to the following conditions:

1) Neither the Font Software nor any of its individual components,
in Original or Modified Versions, may be sold by itself.

2) Original or Modified Versions of the Font Software may be bundled,
redistributed and/or sold with any software, provided that each copy
contains the above copyright notice and this license. These can be
included either as stand-alone text files, human-readable headers or
in the appropriate machine-readable metadata fields within text or
binary files as long as those fields can be easily viewed by the user.

3) No Modified Version of the Font Software may use the Reserved Font
Name(s) unless explicit written permission is granted by the corresponding
Copyright Holder. This restriction only applies to the primary font name as
presented to the users.

4) The name(s) of the Copyright Holder(s) or the Author(s) of the Font
Software shall not be used to promote, endorse or advertise any
Modified Version, except to acknowledge the contribution(s) of the
Copyright Holder(s) and the Author(s) or with their explicit written
permission.

5) The Font Software, modified or unmodified, in part or in whole,
must be distributed entirely under this license, and must not be
distributed under any other license. The requirement for fonts to
remain under this license does not apply to any document created
using the Font Software.

TERMINATION
This license becomes null and void if any of the above conditions are
not met.

DISCLAIMER
THE FONT SOFTWARE IS PROVIDED ""AS IS"", WITHOUT WARRANTY OF ANY KIND,
EXPRESS OR IMPLIED, INCLUDING BUT NOT LIMITED TO ANY WARRANTIES OF
MERCHANTABILITY, FITNESS FOR A PARTICULAR PURPOSE AND NONINFRINGEMENT
OF COPYRIGHT, PATENT, TRADEMARK, OR OTHER RIGHT. IN NO EVENT SHALL THE
COPYRIGHT HOLDER BE LIABLE FOR ANY CLAIM, DAMAGES OR OTHER LIABILITY,
INCLUDING ANY GENERAL, SPECIAL, INDIRECT, INCIDENTAL, OR CONSEQUENTIAL
DAMAGES, WHETHER IN AN ACTION OF CONTRACT, TORT OR OTHERWISE, ARISING
FROM, OUT OF THE USE OR INABILITY TO USE THE FONT SOFTWARE OR FROM
OTHER DEALINGS IN THE FONT SOFTWARE.",http://scripts.sil.org/OFL,Copyright Raphael Bastide 2011 Forked by Jérémy Landes Nones
vectroid/Vectroid.otf,Vectroid.otf,Vectroid,Vectroid,Regular,Vectroid-Regular,Vectroid-Regular,Commercial-free use,Creative Commons Zero (CC0),bundled local license file,local License.txt / license.txt,OK for commercial use,Public-domain-style CC0 dedication in bundled license.,,https://creativecommons.org/publicdomain/zero/1.0/,Released in 2022 under CC0 license. No rights reserved.
yanone-tagesschrift/YanoneTagesschrift.ttf,YanoneTagesschrift.ttf,Yanone Tagesschrift,Yanone Tagesschrift,Regular,Yanone Tagesschrift,YanoneTagesschrift,Commercial-free use,Creative Commons Attribution / OFL depending on source version,embedded metadata / 1001Fonts / source mirrors,https://www.1001fonts.com/yanone-tagesschrift-font.html,OK for commercial use,Archive metadata says Creative Commons BY; later/open-source notices often identify OFL. Preserve attribution if using this archived file.,"Creative Commons ""By"" License",http://creativecommons.org/licenses/by/2.0/de/,"Copyright (c) Yanone, 2005. All rights reserved."
yoster.ttf,yoster.ttf,Yoster Island,Yoster Island,Regular,Yoster Island Regular,YosterIslandReg,Commercial-free use,Custom freeware / 1001Fonts free for commercial use,1001Fonts / Fonts4Free / source mirrors,https://www.1001fonts.com/kongtext-font.html; https://www.1001fonts.com/lunchtime-doubly-so-font.html; https://www.1001fonts.com/manaspace-font.html; https://www.1001fonts.com/yoster-island-font.html; https://www.1001fonts.com/pc-senior-font.html,OK for commercial use,Commonly listed as personal + commercial free; preserve original license/readme where available.,,,TrueType conversion © 2003 codeman38.
{ogrejuice}2.ttf,{ogrejuice}2.ttf,{ogrejuice},{ogrejuice},Regular,{ogrejuice},ogrejuice,Commercial-free use,1001Fonts free for commercial use,1001Fonts,https://www.1001fonts.com/ogrejuice-font.html,OK for commercial use,Listed free for personal and commercial use.,,,Typeface © <your company>. 2003. All Rights Reserved
